DEVICE_LOC,EXPID,EXPID.1,EXPOSURE,FIBER,FIBERASSIGN_X,FIBERASSIGN_Y,OFFSET_0,OFFSET_2,PETAL_LOC,TARGET_DEC,TARGET_RA,air_dewpoint,air_flow,air_in_temp,air_out_temp,air_temp,bus_id,casscage_i_temp,casscage_o_temp,centersection_i_temp,centersection_o_temp,chimney_ib_temp,chimney_im_temp,chimney_it_temp,chimney_os_temp,chimney_ow_temp,ctrl_enabled,decbore_temp,device_loc,dos_instance,environmentmonitor_telescope,exposure_id,exposure_iter,flags,flowrate_in,flowrate_out,glycol_in_temp,glycol_out_temp,hinge_s_temp,hinge_w_temp,last_meas_fwhm,last_meas_obs_x,last_meas_obs_y,last_meas_peak,log_note,mirror_avg_temp,mirror_desired_temp,mirror_eib_temp,mirror_eit_temp,mirror_eob_temp,mirror_eot_temp,mirror_nib_temp,mirror_nit_temp,mirror_nob_temp,mirror_not_temp,mirror_rtd_temp,mirror_sib_temp,mirror_sit_temp,mirror_sob_temp,mirror_sot_temp,mirror_status,mirror_temp,mirror_wib_temp,mirror_wit_temp,mirror_wob_temp,mirror_wot_temp,move_cmd,move_val1,move_val2,obs_x,obs_y,petal_id,pos_id,pos_move_index,pos_p,pos_t,primarycell_i_temp,primarycell_o_temp,probe1_humidity,probe1_temp,probe2_humidity,probe2_temp,ptl_x,ptl_y,ptl_z,row_status,row_status_time,row_status_user,servo_setpoint,site,telescope_timestamp,time_recorded,time_recorded.1,topring_s_temp,topring_w_temp,total_creep_moves_p,total_creep_moves_t,total_cruise_moves_p,total_cruise_moves_t,total_move_sequences,truss_etb_temp,truss_ett_temp,truss_ntb_temp,truss_ntt_temp,truss_stb_temp,truss_sts_temp,truss_stt_temp,truss_temp,truss_tsb_temp,truss_tsm_temp,truss_tst_temp,truss_wtb_temp,truss_wtt_temp,environmentmonitor_telescope,telescope_timestamp,mirror_avg_temp,mirror_desired_temp,servo_setpoint,air_temp,air_dewpoint,air_flow,probe1_humidity,probe1_temp,probe2_humidity,probe2_temp,flowrate_in,flowrate_out,mirror_rtd_temp,mirror_nib_temp,mirror_eib_temp,mirror_sib_temp,mirror_wib_temp,mirror_nob_temp,mirror_eob_temp,mirror_sob_temp,mirror_wob_temp,mirror_nit_temp,mirror_eit_temp,mirror_sit_temp,mirror_wit_temp,mirror_not_temp,mirror_eot_temp,mirror_sot_temp,mirror_wot_temp,glycol_in_temp,glycol_out_temp,air_in_temp,air_out_temp,truss_ntt_temp,truss_ett_temp,truss_stt_temp,truss_wtt_temp,truss_ntb_temp,truss_etb_temp,truss_stb_temp,truss_wtb_temp,truss_sts_temp,truss_tsb_temp,truss_tsm_temp,truss_tst_temp,topring_s_temp,topring_w_temp,hinge_s_temp,hinge_w_temp,chimney_os_temp,chimney_ow_temp,chimney_ib_temp,chimney_im_temp,chimney_it_temp,centersection_i_temp,centersection_o_temp,primarycell_i_temp,primarycell_o_temp,casscage_i_temp,casscage_o_temp,decbore_temp,mirror_status,time_recorded,dos_instance,row_status,row_status_time,row_status_user,mirror_temp,truss_temp,EXPID,petal_id,device_loc,pos_id,pos_move_index,time_recorded,bus_id,pos_t,pos_p,last_meas_obs_x,last_meas_obs_y,last_meas_peak,last_meas_fwhm,total_move_sequences,total_cruise_moves_t,total_cruise_moves_p,total_creep_moves_t,total_creep_moves_p,ctrl_enabled,move_cmd,move_val1,move_val2,log_note,exposure_id,exposure_iter,flags,obs_x,obs_y,ptl_x,ptl_y,ptl_z,site,EXPID
164.0,45831.0,45831.0,47551.0,2418.0,197.41497802734366,160.5417022705078,0.07998124780221924,0.005,4.0,31.345783560492894,186.06597948265733,-9.217,0.0,11.3,11.3,11.435,can23,10.6,12.2,11.1,12.3,21.6,21.6,21.7,21.7,21.6,True,9.6,164.0,extern,4266371.0,,,,0.0,0.0,11.0,10.9,12.5,10.8,2.6816513449096404,194.581,160.403,0.498084435141424,,9.928,4.4,9.7,9.8,9.8,10.2,9.4,9.9,10.1,10.3,-99.9,9.8,9.9,9.3,9.8,ready,9.95,9.3,10.1,9.4,9.6,,,,,,8.0,M03770,4590.0,155.91652713364599,-161.904955393379,10.2,10.3,-100.0,-100.0,-99.99,-99.99,,,,M,2020-02-02 10:35:59.599521+00:00,desi_writer,40.0,kpno,2020-02-02 10:35:57,2020-02-02 10:35:59.597222+00:00,2020-02-02 10:32:41.974552+00:00,12.3,12.1,20742.0,20670.0,2418.0,2490.0,7014.0,12.1,11.4,11.5,11.8,11.9,12.4,11.9,12.6,12.6,12.6,12.6,11.5,11.9,4266371.0,2020-02-02 10:35:57,9.928,4.4,40.0,11.435,-9.217,0.0,-100.0,-100.0,-99.99,-99.99,0.0,0.0,-99.9,9.4,9.7,9.8,9.3,10.1,9.8,9.3,9.4,9.9,9.8,9.9,10.1,10.3,10.2,9.8,9.6,11.0,10.9,11.3,11.3,11.8,11.4,11.9,11.9,11.5,12.1,11.9,11.5,12.4,12.6,12.6,12.6,12.3,12.1,12.5,10.8,21.7,21.6,21.6,21.6,21.7,11.1,12.3,10.2,10.3,10.6,12.2,9.6,ready,2020-02-02 10:35:59.597222+00:00,extern,M,2020-02-02 10:35:59.599521+00:00,desi_writer,9.95,12.6,45831.0,8.0,164.0,M03770,4590.0,2020-02-02 10:32:41.974552+00:00,can23,-161.904955393379,155.916527133646,194.581,160.403,0.498084435141424,2.68165134490964,7014.0,2490.0,2418.0,20670.0,20742.0,True,,,,,,,,,,,,,kpno,45831.0
164.0,47475.0,47475.0,47475.0,2418.0,197.867431640625,161.3806610107422,0.07300684899377592,0.004472135954999579,4.0,30.649649150392538,199.98120632925318,-4.33,0.0,6.0,6.0,2.745,can23,10.6,3.5,2.9,3.6,21.6,21.6,21.7,21.7,21.6,True,3.0,164.0,extern,4337411.0,,,,0.0,0.0,6.1,6.0,4.1,2.5,2.6816513449096404,197.638,161.22299999999996,0.498084435141424,,2.782,0.0,2.6,2.9,2.3,2.5,2.5,2.8,2.5,2.8,-99.9,2.8,2.8,2.1,2.8,ready,2.775,2.5,2.8,2.2,2.8,,,,,,8.0,M03770,5050.0,130.013861371311,98.69068800677192,2.3,2.3,-100.0,-100.0,-99.99,-99.99,,,,M,2020-02-07 08:03:13.453341+00:00,desi_writer,40.0,kpno,2020-02-07 08:03:13,2020-02-07 08:03:13.451002+00:00,2020-02-07 08:03:06.170139+00:00,3.6,2.7,21336.0,21253.0,2440.0,2523.0,7136.0,3.1,3.2,3.2,3.1,3.2,3.5,3.0,4.067,4.3,4.1,3.8,2.6,2.8,4337411.0,2020-02-07 08:03:13,2.782,0.0,40.0,2.745,-4.33,0.0,-100.0,-100.0,-99.99,-99.99,0.0,0.0,-99.9,2.5,2.6,2.8,2.5,2.5,2.3,2.1,2.2,2.8,2.9,2.8,2.8,2.8,2.5,2.8,2.8,6.1,6.0,6.0,6.0,3.1,3.2,3.0,2.8,3.2,3.1,3.2,2.6,3.5,4.3,4.1,3.8,3.6,2.7,4.1,2.5,21.7,21.6,21.6,21.6,21.7,2.9,3.6,2.3,2.3,10.6,3.5,3.0,ready,2020-02-07 08:03:13.451002+00:00,extern,M,2020-02-07 08:03:13.453341+00:00,desi_writer,2.775,4.067,47475.0,8.0,164.0,M03770,5050.0,2020-02-07 08:03:06.170139+00:00,can23,98.6906880067719,130.013861371311,197.638,161.223,0.498084435141424,2.68165134490964,7136.0,2523.0,2440.0,21253.0,21336.0,True,,,,,,,,,,,,,kpno,47475.0
164.0,49418.0,49418.0,47552.0,2418.0,197.41497802734366,160.5417022705078,0.07507329751649383,0.00282842712474619,4.0,31.345783560492894,186.06597948265733,-13.86,0.0,9.7,9.7,7.245,can23,10.6,8.2,7.6,8.2,21.6,21.6,21.7,21.7,21.6,True,7.6,164.0,extern,4467611.0,,,,0.0,0.0,9.7,9.5,8.5,7.8,2.6816513449096404,197.228,157.275,0.498084435141424,,7.1770000000000005,3.3,7.1,7.2,7.0,7.1,6.9,7.2,7.1,7.4,-99.9,7.2,7.0,6.7,7.3,ready,7.175,6.8,7.1,6.7,7.1,,,,,,8.0,M03770,7232.0,120.253246412922,11.545066338320199,6.9,6.8,-100.0,-100.0,-99.99,-99.99,,,,M,2020-02-16 08:34:47.183231+00:00,desi_writer,40.0,kpno,2020-02-16 08:34:46,2020-02-16 08:34:47.181389+00:00,2020-02-16 08:37:13.725908+00:00,8.2,7.9,25694.0,25582.0,2596.0,2708.0,7984.0,7.7,7.6,7.5,7.6,7.7,8.2,7.9,8.7,8.7,8.8,8.6,6.9,7.5,4467611.0,2020-02-16 08:34:46,7.177,3.3,40.0,7.245,-13.86,0.0,-100.0,-100.0,-99.99,-99.99,0.0,0.0,-99.9,6.9,7.1,7.2,6.8,7.1,7.0,6.7,6.7,7.2,7.2,7.0,7.1,7.4,7.1,7.3,7.1,9.7,9.5,9.7,9.7,7.6,7.6,7.9,7.5,7.5,7.7,7.7,6.9,8.2,8.7,8.8,8.6,8.2,7.9,8.5,7.8,21.7,21.6,21.6,21.6,21.7,7.6,8.2,6.9,6.8,10.6,8.2,7.6,ready,2020-02-16 08:34:47.181389+00:00,extern,M,2020-02-16 08:34:47.183231+00:00,desi_writer,7.175,8.7,49418.0,8.0,164.0,M03770,7232.0,2020-02-16 08:37:13.725908+00:00,can23,11.5450663383202,120.253246412922,197.228,157.275,0.498084435141424,2.68165134490964,7984.0,2708.0,2596.0,25582.0,25694.0,True,,,,,,,,,,,,,kpno,49418.0
164.0,45835.0,45835.0,47479.0,2418.0,197.867431640625,161.3806610107422,0.07043436661176132,0.0063245553203367605,4.0,30.649649150392538,199.98120632925318,-11.503,0.0,11.8,11.2,11.572,can23,10.6,12.2,11.1,12.3,21.6,21.6,21.7,21.7,21.6,True,10.0,164.0,extern,4266911.0,,,,0.0,0.0,11.0,11.0,12.8,11.7,2.6816513449096404,194.541,160.407,0.498084435141424,,10.001,4.4,9.7,9.7,10.1,10.4,9.6,9.7,10.3,10.4,-99.9,10.0,10.0,9.6,10.1,ready,10.0,9.5,9.9,9.6,9.8,,,,,,8.0,M03770,4617.0,120.658286763275,64.20225374242361,10.4,10.5,-100.0,-100.0,-99.99,-99.99,,,,M,2020-02-02 11:29:57.928467+00:00,desi_writer,40.0,kpno,2020-02-02 11:29:57,2020-02-02 11:29:57.926556+00:00,2020-02-02 11:27:02.350200+00:00,12.4,12.3,20801.0,20729.0,2419.0,2491.0,7026.0,12.1,11.4,11.5,11.7,12.1,12.3,12.2,12.8,12.9,12.7,12.8,11.6,11.8,4266911.0,2020-02-02 11:29:57,10.001,4.4,40.0,11.572,-11.503,0.0,-100.0,-100.0,-99.99,-99.99,0.0,0.0,-99.9,9.6,9.7,10.0,9.5,10.3,10.1,9.6,9.6,9.7,9.7,10.0,9.9,10.4,10.4,10.1,9.8,11.0,11.0,11.8,11.2,11.7,11.4,12.2,11.8,11.5,12.1,12.1,11.6,12.3,12.9,12.7,12.8,12.4,12.3,12.8,11.7,21.7,21.6,21.6,21.6,21.7,11.1,12.3,10.4,10.5,10.6,12.2,10.0,ready,2020-02-02 11:29:57.926556+00:00,extern,M,2020-02-02 11:29:57.928467+00:00,desi_writer,10.0,12.8,45835.0,8.0,164.0,M03770,4617.0,2020-02-02 11:27:02.350200+00:00,can23,64.2022537424236,120.658286763275,194.541,160.407,0.498084435141424,2.68165134490964,7026.0,2491.0,2419.0,20729.0,20801.0,True,,,,,,,,,,,,,kpno,45835.0
164.0,49419.0,49419.0,47545.0,2418.0,197.41497802734366,160.5417022705078,0.09143850392476904,0.009433981132056605,4.0,31.345783560492894,186.06597948265733,-14.85,0.0,9.6,9.6,7.14,can23,10.6,8.2,7.5,8.1,21.6,21.6,21.7,21.7,21.6,True,7.6,164.0,extern,4467791.0,,,,0.0,0.0,9.6,9.5,8.3,7.8,2.6816513449096404,197.232,157.283,0.498084435141424,,7.189,3.3,7.1,7.2,7.0,7.1,7.0,7.2,7.2,7.3,-99.9,7.2,7.1,6.8,7.2,ready,7.1629999999999985,6.9,7.1,6.8,7.1,,,,,,8.0,M03770,7236.0,120.253246412922,11.545066338320199,6.9,6.8,-100.0,-100.0,-99.99,-99.99,,,,M,2020-02-16 08:52:48.178691+00:00,desi_writer,40.0,kpno,2020-02-16 08:52:47,2020-02-16 08:52:48.176428+00:00,2020-02-16 08:55:01.570134+00:00,8.0,7.7,25694.0,25582.0,2596.0,2708.0,7984.0,7.7,7.5,7.5,7.6,7.7,8.1,7.7,8.5,8.5,8.5,8.5,6.9,7.5,4467791.0,2020-02-16 08:52:47,7.189,3.3,40.0,7.14,-14.85,0.0,-100.0,-100.0,-99.99,-99.99,0.0,0.0,-99.9,7.0,7.1,7.2,6.9,7.2,7.0,6.8,6.8,7.2,7.2,7.1,7.1,7.3,7.1,7.2,7.1,9.6,9.5,9.6,9.6,7.6,7.5,7.7,7.5,7.5,7.7,7.7,6.9,8.1,8.5,8.5,8.5,8.0,7.7,8.3,7.8,21.7,21.6,21.6,21.6,21.7,7.5,8.1,6.9,6.8,10.6,8.2,7.6,ready,2020-02-16 08:52:48.176428+00:00,extern,M,2020-02-16 08:52:48.178691+00:00,desi_writer,7.163,8.5,49419.0,8.0,164.0,M03770,7236.0,2020-02-16 08:55:01.570134+00:00,can23,11.5450663383202,120.253246412922,197.232,157.283,0.498084435141424,2.68165134490964,7984.0,2708.0,2596.0,25582.0,25694.0,True,,,,,,,,,,,,,kpno,49419.0
164.0,45832.0,45832.0,47546.0,2418.0,197.41497802734366,160.5417022705078,0.08542833253669417,0.00806225774829855,4.0,31.345783560492894,186.06597948265733,-9.413,0.0,11.3,11.3,11.385,can23,10.6,12.2,11.1,12.3,21.6,21.6,21.7,21.7,21.6,True,9.7,164.0,extern,4266431.0,,,,0.0,0.0,11.1,11.0,12.5,10.7,2.6816513449096404,194.571,160.39700000000005,0.498084435141424,,9.927,4.4,9.7,9.6,9.9,10.2,9.4,9.7,10.1,10.3,-99.9,9.8,10.0,9.3,9.8,ready,9.912,9.4,10.1,9.4,9.6,,,,,,8.0,M03770,4599.0,155.90259540525102,-161.808915393379,10.2,10.4,-100.0,-100.0,-99.99,-99.99,,,,M,2020-02-02 10:41:51.861706+00:00,desi_writer,40.0,kpno,2020-02-02 10:41:51,2020-02-02 10:41:51.859737+00:00,2020-02-02 10:38:53.845790+00:00,12.3,12.0,20762.0,20690.0,2418.0,2490.0,7018.0,12.1,11.4,11.5,11.7,11.9,12.4,11.9,12.533,12.6,12.5,12.5,11.5,11.9,4266431.0,2020-02-02 10:41:51,9.927,4.4,40.0,11.385,-9.413,0.0,-100.0,-100.0,-99.99,-99.99,0.0,0.0,-99.9,9.4,9.7,9.8,9.4,10.1,9.9,9.3,9.4,9.7,9.6,10.0,10.1,10.3,10.2,9.8,9.6,11.1,11.0,11.3,11.3,11.7,11.4,11.9,11.9,11.5,12.1,11.9,11.5,12.4,12.6,12.5,12.5,12.3,12.0,12.5,10.7,21.7,21.6,21.6,21.6,21.7,11.1,12.3,10.2,10.4,10.6,12.2,9.7,ready,2020-02-02 10:41:51.859737+00:00,extern,M,2020-02-02 10:41:51.861706+00:00,desi_writer,9.912,12.533,45832.0,8.0,164.0,M03770,4599.0,2020-02-02 10:38:53.845790+00:00,can23,-161.808915393379,155.902595405251,194.571,160.397,0.498084435141424,2.68165134490964,7018.0,2490.0,2418.0,20690.0,20762.0,True,,,,,,,,,,,,,kpno,45832.0
164.0,44383.0,44383.0,47550.0,2418.0,197.41497802734366,160.5417022705078,0.07170076708097341,0.006999999999999999,4.0,31.345783560492894,186.06597948265733,1.233,0.0,10.6,10.1,7.74,can23,10.6,8.7,8.0,8.8,21.6,21.6,21.7,21.7,21.6,True,8.0,164.0,extern,4175891.0,,,,0.0,0.0,8.8,8.8,9.1,9.0,2.6816513449096404,194.303,160.0,0.498084435141424,,7.94,6.0,7.9,8.0,7.9,8.0,7.9,7.8,7.9,8.2,-99.9,8.0,8.0,7.8,8.0,ready,7.938,7.7,7.8,7.5,7.7,,,,,,8.0,M03770,3928.0,139.369197491901,-153.99689501494,7.5,7.4,-100.0,-100.0,-99.99,-99.99,,,,M,2020-01-27 04:09:23.852173+00:00,desi_writer,40.0,kpno,2020-01-27 04:09:23,2020-01-27 04:09:23.850047+00:00,2020-01-27 04:09:46.391769+00:00,8.6,8.3,19950.0,19883.0,2398.0,2465.0,6854.0,8.7,9.0,8.7,9.1,9.0,9.6,8.8,9.167,9.2,9.1,9.2,8.6,9.1,4175891.0,2020-01-27 04:09:23,7.94,6.0,40.0,7.74,1.233,0.0,-100.0,-100.0,-99.99,-99.99,0.0,0.0,-99.9,7.9,7.9,8.0,7.7,7.9,7.9,7.8,7.5,7.8,8.0,8.0,7.8,8.2,8.0,8.0,7.7,8.8,8.8,10.6,10.1,9.1,9.0,8.8,9.1,8.7,8.7,9.0,8.6,9.6,9.2,9.1,9.2,8.6,8.3,9.1,9.0,21.7,21.6,21.6,21.6,21.7,8.0,8.8,7.5,7.4,10.6,8.7,8.0,ready,2020-01-27 04:09:23.850047+00:00,extern,M,2020-01-27 04:09:23.852173+00:00,desi_writer,7.938,9.167,44383.0,8.0,164.0,M03770,3928.0,2020-01-27 04:09:46.391769+00:00,can23,-153.99689501494,139.369197491901,194.303,160.0,0.498084435141424,2.68165134490964,6854.0,2465.0,2398.0,19883.0,19950.0,True,,,,,,,,,,,,,kpno,44383.0
164.0,45834.0,45834.0,47547.0,2418.0,197.41497802734366,160.5417022705078,0.08981091247727083,0.0063245553203367605,4.0,31.345783560492894,186.06597948265733,-10.823,0.0,11.7,11.2,11.35,can23,10.6,12.2,11.1,12.2,21.6,21.6,21.7,21.7,21.6,True,9.9,164.0,extern,4266791.0,,,,0.0,0.0,11.1,11.0,12.7,11.1,2.6816513449096404,194.567,160.399,0.498084435141424,,10.062,4.4,9.8,9.8,10.0,10.4,9.5,9.9,10.3,10.4,-99.9,9.9,10.2,9.4,9.9,ready,10.075,9.3,10.2,9.5,9.8,,,,,,8.0,M03770,4608.0,155.38682503488002,-161.218447245231,10.3,10.5,-100.0,-100.0,-99.99,-99.99,,,,M,2020-02-02 11:18:01.204590+00:00,desi_writer,40.0,kpno,2020-02-02 11:17:59,2020-02-02 11:18:01.202506+00:00,2020-02-02 11:16:28.998316+00:00,12.2,12.0,20782.0,20710.0,2418.0,2490.0,7022.0,12.1,11.2,11.4,11.7,12.0,12.2,11.9,12.6,12.7,12.6,12.5,11.6,11.9,4266791.0,2020-02-02 11:17:59,10.062,4.4,40.0,11.35,-10.823,0.0,-100.0,-100.0,-99.99,-99.99,0.0,0.0,-99.9,9.5,9.8,9.9,9.3,10.3,10.0,9.4,9.5,9.9,9.8,10.2,10.2,10.4,10.4,9.9,9.8,11.1,11.0,11.7,11.2,11.7,11.2,11.9,11.9,11.4,12.1,12.0,11.6,12.2,12.7,12.6,12.5,12.2,12.0,12.7,11.1,21.7,21.6,21.6,21.6,21.7,11.1,12.2,10.3,10.5,10.6,12.2,9.9,ready,2020-02-02 11:18:01.202506+00:00,extern,M,2020-02-02 11:18:01.204590+00:00,desi_writer,10.075,12.6,45834.0,8.0,164.0,M03770,4608.0,2020-02-02 11:16:28.998316+00:00,can23,-161.218447245231,155.38682503488,194.567,160.399,0.498084435141424,2.68165134490964,7022.0,2490.0,2418.0,20710.0,20782.0,True,,,,,,,,,,,,,kpno,45834.0
164.0,47479.0,47479.0,47548.0,2418.0,197.41497802734366,160.5417022705078,0.08485281374238571,0.01,4.0,31.345783560492894,186.06597948265733,-4.35,0.0,6.0,6.1,2.667,can23,10.6,3.6,2.9,3.6,21.6,21.6,21.7,21.7,21.6,True,3.0,164.0,extern,4337531.0,,,,0.0,0.0,6.1,6.0,4.0,2.5,2.6816513449096404,197.701,161.25799999999995,0.498084435141424,,2.764,0.0,2.6,2.9,2.3,2.5,2.4,2.7,2.5,2.9,-99.9,2.7,2.8,2.1,2.7,ready,2.75,2.5,2.8,2.2,2.7,,,,,,8.0,M03770,5060.0,129.845494951558,98.68950232775957,2.3,2.3,-100.0,-100.0,-99.99,-99.99,,,,M,2020-02-07 08:14:51.575158+00:00,desi_writer,40.0,kpno,2020-02-07 08:14:51,2020-02-07 08:14:51.572827+00:00,2020-02-07 08:15:21.427713+00:00,3.5,2.6,21356.0,21273.0,2440.0,2523.0,7140.0,3.0,3.0,3.2,3.2,3.2,3.5,3.0,4.0,4.2,3.9,3.9,2.5,2.7,4337531.0,2020-02-07 08:14:51,2.764,0.0,40.0,2.667,-4.35,0.0,-100.0,-100.0,-99.99,-99.99,0.0,0.0,-99.9,2.4,2.6,2.7,2.5,2.5,2.3,2.1,2.2,2.7,2.9,2.8,2.8,2.9,2.5,2.7,2.7,6.1,6.0,6.0,6.1,3.2,3.0,3.0,2.7,3.2,3.0,3.2,2.5,3.5,4.2,3.9,3.9,3.5,2.6,4.0,2.5,21.7,21.6,21.6,21.6,21.7,2.9,3.6,2.3,2.3,10.6,3.6,3.0,ready,2020-02-07 08:14:51.572827+00:00,extern,M,2020-02-07 08:14:51.575158+00:00,desi_writer,2.75,4.0,47479.0,8.0,164.0,M03770,5060.0,2020-02-07 08:15:21.427713+00:00,can23,98.6895023277596,129.845494951558,197.701,161.258,0.498084435141424,2.68165134490964,7140.0,2523.0,2440.0,21273.0,21356.0,True,,,,,,,,,,,,,kpno,47479.0
164.0,44387.0,44387.0,47549.0,2418.0,197.41497802734366,160.5417022705078,0.0815659242576212,0.013928388277184121,4.0,31.345783560492894,186.06597948265733,-0.483,0.0,10.7,10.3,7.81,can23,10.6,8.7,8.2,8.8,21.6,21.6,21.7,21.7,21.6,True,8.1,164.0,extern,4176311.0,,,,0.0,0.0,9.3,9.2,9.1,8.8,2.6816513449096404,193.892,160.855,0.498084435141424,,8.052,6.0,8.1,8.1,8.0,8.2,7.9,8.0,8.1,8.3,-99.9,8.0,8.0,7.9,8.0,ready,8.05,7.8,8.0,7.6,7.8,,,,,,8.0,M03770,3936.0,141.678307368444,-156.467553656915,7.7,7.5,-100.0,-100.0,-99.99,-99.99,,,,M,2020-01-27 04:51:28.771735+00:00,desi_writer,40.0,kpno,2020-01-27 04:51:28,2020-01-27 04:51:28.769937+00:00,2020-01-27 04:54:21.298807+00:00,8.6,8.2,19962.0,19895.0,2398.0,2465.0,6857.0,8.7,8.5,8.4,8.7,8.9,9.3,8.6,9.133,9.2,9.0,9.2,8.5,8.8,4176311.0,2020-01-27 04:51:28,8.052,6.0,40.0,7.81,-0.483,0.0,-100.0,-100.0,-99.99,-99.99,0.0,0.0,-99.9,7.9,8.1,8.0,7.8,8.1,8.0,7.9,7.6,8.0,8.1,8.0,8.0,8.3,8.2,8.0,7.8,9.3,9.2,10.7,10.3,8.7,8.5,8.6,8.8,8.4,8.7,8.9,8.5,9.3,9.2,9.0,9.2,8.6,8.2,9.1,8.8,21.7,21.6,21.6,21.6,21.7,8.2,8.8,7.7,7.5,10.6,8.7,8.1,ready,2020-01-27 04:51:28.769937+00:00,extern,M,2020-01-27 04:51:28.771735+00:00,desi_writer,8.05,9.133,44387.0,8.0,164.0,M03770,3936.0,2020-01-27 04:54:21.298807+00:00,can23,-156.467553656915,141.678307368444,193.892,160.855,0.498084435141424,2.68165134490964,6857.0,2465.0,2398.0,19895.0,19962.0,True,,,,,,,,,,,,,kpno,44387.0
164.0,49420.0,49420.0,47666.0,2418.0,194.65447998046875,158.05198669433594,0.10141498903022177,0.013453624047073709,4.0,21.23694896827368,175.35542296533342,-14.94,0.0,9.5,9.5,7.03,can23,10.6,8.2,7.6,8.1,21.6,21.6,21.7,21.7,21.6,True,7.5,164.0,extern,4468031.0,,,,0.0,0.0,9.5,9.5,8.3,7.6,2.6816513449096404,197.231,157.27100000000004,0.498084435141424,,7.142,3.3,7.2,7.1,7.0,7.1,7.0,7.2,7.2,7.3,-99.9,7.3,7.0,7.0,7.3,ready,7.15,7.0,7.1,7.0,7.1,,,,,,8.0,M03770,7240.0,120.253246412922,11.545066338320199,7.1,7.0,-100.0,-100.0,-99.99,-99.99,,,,M,2020-02-16 09:16:43.151826+00:00,desi_writer,40.0,kpno,2020-02-16 09:16:43,2020-02-16 09:16:43.150040+00:00,2020-02-16 09:16:28.533518+00:00,8.0,7.7,25694.0,25582.0,2596.0,2708.0,7984.0,7.6,7.6,7.5,7.6,7.7,8.0,7.8,8.4,8.4,8.4,8.4,7.0,7.5,4468031.0,2020-02-16 09:16:43,7.142,3.3,40.0,7.03,-14.94,0.0,-100.0,-100.0,-99.99,-99.99,0.0,0.0,-99.9,7.0,7.2,7.3,7.0,7.2,7.0,7.0,7.0,7.2,7.1,7.0,7.1,7.3,7.1,7.3,7.1,9.5,9.5,9.5,9.5,7.6,7.6,7.8,7.5,7.5,7.6,7.7,7.0,8.0,8.4,8.4,8.4,8.0,7.7,8.3,7.6,21.7,21.6,21.6,21.6,21.7,7.6,8.1,7.1,7.0,10.6,8.2,7.5,ready,2020-02-16 09:16:43.150040+00:00,extern,M,2020-02-16 09:16:43.151826+00:00,desi_writer,7.15,8.4,49420.0,8.0,164.0,M03770,7240.0,2020-02-16 09:16:28.533518+00:00,can23,11.5450663383202,120.253246412922,197.231,157.271,0.498084435141424,2.68165134490964,7984.0,2708.0,2596.0,25582.0,25694.0,True,,,,,,,,,,,,,kpno,49420.0
164.0,53061.0,53061.0,47669.0,2418.0,194.65447998046875,158.05198669433594,0.11903780911962385,0.00806225774829855,4.0,21.23694896827368,175.35542296533342,-3.32,0.0,8.0,7.8,8.08,can23,10.6,7.2,4.9,7.6,21.6,21.6,21.7,21.7,21.6,True,6.8,164.0,extern,4721591.0,,,,0.0,0.0,2.8,3.6,9.3,7.3,2.6816513449096404,196.116,156.946,0.498084435141424,['configuring'],5.348,3.0,5.2,5.1,5.3,5.5,5.3,5.2,6.2,6.3,-99.9,5.0,4.8,4.6,5.1,ready,5.313,4.9,4.8,4.9,5.7,,,,,,8.0,M03770,10110.0,167.155909548394,34.426955106799305,4.6,4.7,-100.0,-100.0,-99.99,-99.99,,,,M,2020-03-05 03:04:33.919327+00:00,desi_writer,40.0,kpno,2020-03-05 03:04:33,2020-03-05 03:04:33.917393+00:00,2020-03-05 02:52:03.757035+00:00,9.0,8.9,31344.0,31214.0,2776.0,2906.0,9076.0,8.0,9.8,9.3,9.8,8.2,9.4,9.2,9.5,9.4,9.4,9.7,8.5,9.3,4721591.0,2020-03-05 03:04:33,5.348,3.0,40.0,8.08,-3.32,0.0,-100.0,-100.0,-99.99,-99.99,0.0,0.0,-99.9,5.3,5.2,5.0,4.9,6.2,5.3,4.6,4.9,5.2,5.1,4.8,4.8,6.3,5.5,5.1,5.7,2.8,3.6,8.0,7.8,9.8,9.8,9.2,9.3,9.3,8.0,8.2,8.5,9.4,9.4,9.4,9.7,9.0,8.9,9.3,7.3,21.7,21.6,21.6,21.6,21.7,4.9,7.6,4.6,4.7,10.6,7.2,6.8,ready,2020-03-05 03:04:33.917393+00:00,extern,M,2020-03-05 03:04:33.919327+00:00,desi_writer,5.313,9.5,53061.0,8.0,164.0,M03770,10110.0,2020-03-05 02:52:03.757035+00:00,can23,34.4269551067993,167.155909548394,196.116,156.946,0.498084435141424,2.68165134490964,9076.0,2906.0,2776.0,31214.0,31344.0,True,,,,['configuring'],,,,,,,,,kpno,53061.0
